DOI,Keywords
10.1177/0163443718818363,digital economy;games industry;game studies;labour;live streaming;reviewing;video games
10.1108/tr-01-2018-0015,muslimfriendly;halal tourism;halal hospitality
10.1016/j.sbspro.2011.05.136,digital economy;dramatic growth;internet;web technologies;tourism
10.1515/bjes-2019-0032,consumption;desi;index;panel regression;unemployment
10.1177/1368431017710907,beck;digital economy;momentum of innovation;risk society;scope of democracy;technological elite
10.1177/1024258917701379,digitalisation;industrial revolutions;virtual work;technology and employment
10.1016/j.intcom.2003.11.004,electronic commerce;china;culture;technology diffusion;trust;developing countries;digital economy
10.25300/misq/2020/14607,it identity;feature usage;exploratory usage;control beliefs;postadoption
10.1002/smj.3142,business models;machine learning;mobile application products apps;multicase theory building;revenue models
10.1057/jit.2016.4,data protection;privacy;psychological ownership;personal data markets;data valuation;wtp
10.1016/j.ijme.2018.11.002,online education;elearning;blended education;synchronous learning;asynchronous learning
10.18045/zbefri.2018.2.905,digitalization;sustainable development;performance indicators;society;macromarketing
10.1177/1461444811412159,agency;culture;current tv;digital;entrepreneurship;history;labor;media;samasource;work
10.1007/s10734-020-00639-7,higher education industry;value;assetization;marketization;rent
10.1016/j.techsoc.2018.11.002,venture capital investment;ict infrastructure;economic growth;granger causality;european countries
10.1002/poi3.177,digital platforms;business model analysis;public interests;competition policy;consumer protection;platform regulation
10.3390/su12030936,digital twin platform network;sustainable business model;coupling relationship;transformation mechanism;haier
10.1016/j.ijhm.2019.04.009,algorithm;airbnb;sharing economy;human resource management;airbnb host
10.24818/ea/2019/52/503,corporate social responsibility csr;bioeconomy;sustainable development;strategic interests
10.1287/isre.1070.0126,it strategy;corporate strategy;it investment;education;electronic commerce;business transformation;disruptive technology;platform;business value;decision making;digital goods;network economics;social networks;mba core
10.1177/0165551506075327,knowledge society;information society;ethics;access to information;freedom of information;digital divide
10.1016/s0167-9236(01)00094-x,virtual field experiments vfe;field experiments;laboratory experiments;digital economy;digital goods;research methodology;experimental digital economy ede
10.1080/24694452.2019.1660139,
10.1108/jsm-01-2019-0039,technology adoption;leximancer;digital;selfservice technology;digital economy;textmining;future
10.1109/jiot.2018.2872606,complex event processing;internet of things iot;quality analysis;smart cities;time series analysis
10.1016/j.jrurstud.2018.02.009,strategic planning;digital futures;digital competence;digital adoption;southern downs region;swot analysis
10.1080/00207543.2017.1331051,
10.1007/bf02706246,dynamic pricing;shopbots;pricebots;inventorybased models;datadriven models;reinforcement learning
10.1111/j.0952-1895.2004.00251.x,
10.1109/2.863967,
10.1016/j.jsis.2019.01.001,crowdwork;governance;organizational value;gig economy;work organization;centralized platforms;decentralized platforms;literature review;digital economy
10.1016/j.future.2016.12.022,cloud;optimisation;server consolidation;virtual machine allocation;integer linear programming
10.1287/mnsc.49.10.1275.17311,ebusiness;information infrastructure;online markets;management science
10.1080/00343404.2020.1826420,digital economy;internet;archives;productivity
10.1177/1024529418816525,digital economy;big data;entry barriers;price discrimination;digital platforms;innovation
10.3390/su11020344,business model;business model innovation;drivers;innovation;business environment;information technology;outcomes;performance;smes
10.1080/00130095.2015.1133233,crowdfunding;peertopeer lending;finance;marketization;money
10.1111/jpim.12526,
10.1177/0163443716635861,free labor;media industries;metaphors;typology;value;work
10.1080/14649370903166143,digital economy and culture;popular music;korean music industry;intermediation;social networking services;media technology
10.1177/0170840600213005,borges;fiction;representation;discourse;narrative approaches;digital economy
10.32014/2020.2518-1467.130,higher education;digital economy;adaptability;quadruple helix concept;strategy;university
10.1016/j.elerap.2019.100848,accessibility;adoption intention;bitcoin;competition;consumer demand;costs;cryptocurrency;cryptopayments;digital economy;economic analysis;fintech innovation;intermediaries;network externalities;retailers;twosided markets
10.1108/13673271311300787,knowledge management;innovation;knowledge acquisition;knowledge appropriation;knowledgebased view;external networks;internal networks
10.1080/14719037.2020.1718189,local government;public leadership;digital governance;publicprivate partnerships
10.3846/jbem.2019.9856,cloud computing;romanian smes;theoretical model;technology adoption;quantitative study
10.1080/00207540701802460,esupply chain;erp enterprise resources planning;bpr business process reengineering;requirements;challenges
10.1109/jproc.2005.847257,critical infrastructure protection;electric power grid;emergency control;infrastructure defense plans;protection against rare events and extreme contingencies
10.1016/j.bir.2020.02.003,bitcoin;blockchain;cryptocurrency;economic policy uncertainty;fomc
10.1108/ebr-10-2019-0263,mediation;mpayment intention;perceived compatibility;perceived security;personal innovativeness;user mobility
10.1108/jkm-10-2017-0477,asian countries;digital economy;egovernment development;multidimensional approach;technology adoption model
10.1177/1024258916683865,open cooperativism;peer production;cooperative movement;social entrepreneurship;enspiral
10.1007/978-3-642-16558-0_36,crowdsourcing;business process modeling
10.1016/j.techfore.2003.11.001,information technology;computers;internet;broadband;cellular phones;economic growth;innovation;videoondemand;telecommuting
10.1080/19186444.2020.1851124,africa;digital world;financial development;ict adoption;innovation
10.9770/jesi.2019.6.4(30),smart networks;internet of things;digital economy;smart machine;monitoring;intelligent control
10.1177/0002764218794231,selfemployment;solo selfemployment;labor markets;social mobility;digital economy;entrepreneurship
10.1155/2017/2536040,
10.1016/j.eist.2015.08.002,technoeconomic paradigm shifts;environmental sustainability;digital economy;peertopeer;ict;political ecology
10.1080/09692290.2020.1830835,international political economy;gender;race;colonialism;finance;climate change;security;digital economy
10.1080/17544750.2019.1583260,gift economy;commodity economy;internet;virtual gifting;live streaming;china
10.1177/2056305118787808,social media;personal data;data literacies;teenagers;privacy;security
10.1016/j.tele.2016.09.006,selfdisclosure;privacy;online marketing;crosscultural;ecommerce
10.1177/0163443720948018,audience labour;digital economy;digital labour;gig economy;platform labour
10.1007/s10479-018-2964-2,trade promotion;sustainable;demand disruption;demand uncertainty
10.1016/j.jrurstud.2020.09.001,digital inclusion;social inclusion;digital divide;agriculture;farming;connectivity;telecommunications;internet;australia
10.1080/13563467.2019.1613351,digital labour;gig economy;platform;gig work;japanese economy;cultural political economy
10.1016/j.techsoc.2018.05.002,forestbased bioeconomy;transformation;digital solutions;creative disruption platform;digital platform industry
10.1108/07378830710754992,economics;communication technologies;skills;internet;electronic commerce;botswana
10.3390/info11100478,information adoption;social media;ewom;trust;online buying;purchase intentions
10.1108/jic-02-2020-0024,european union;digital divide;digital transformation;national intellectual capital
10.1108/itp-12-2018-0577,digital innovation;entrepreneurial orientation;selfefficacy;digital literacy;experiential learning
10.1108/jhtt-05-2019-0069,cryptocurrency;tourism;sustainable development;disruptive innovation;digital payments;distributive ledger
10.15196/rs100209,digital transformation measurement;desi index;correlation analysis;cluster analysis;multidimensional scaling
10.1016/j.dss.2018.10.012,human computer interaction;eye tracking;task demand;adaptive decision making;cognitive effort;machine learning
10.1080/00207543.2017.1399222,data flows;supply chain;innovation;outcomedriven;framework synthesis;systematic review
10.3390/su9050693,competition;online consumer skills;consumer awareness;consumer engagement;sustainable purchasing decision
10.1177/1329878x20959838,coronavirus;covid19;influencers;wanghong;press coverage;social media
10.1016/j.ibusrev.2019.101598,multisided platform mnes;internalization theory;digitization;location;networks;firmspecific advantage;emerging markets
10.18045/zbefri.2018.2.861,digital economy;ranking;cidi;evaluation of countries;eu countries
10.1080/14680777.2017.1355330,digital cultural production;feminism;personal branding;feminism;selfbranding
10.1080/09537325.2015.1122184,creative industries;value chain;ebook;publishing industries;rd
10.1111/rsp3.12286,diffusion of innovations;4th industrial revolution;automation;digital economy;economic crisis;ict innovations;robots;russian regions;technological change;technological exclusion;covid19
10.3390/su12072824,distributed digital economy system;blockchain;robust;consensus protocol;agentbased model
10.4337/cilj.2019.02.01,infrastructure;internet;information;technology;international law;regulation;anthropocene;science and technology studies
10.1016/j.techsoc.2018.09.002,digitalized bioeconomy;digitalbio coupling;upstreamdownstream coupling;circular economy;planned obsolescence
10.17323/2500-2597.2019.2.84.96,digital economy;robots;steam;automation risks;technological exclusion;nescience economy;human capital;entrepreneurship;ict
10.1051/matecconf/201817001034,
10.1007/s10606-017-9276-y,privacy;digital economy;crisis in trust;domestic digital privacy practices;ethnomethodology
10.1093/ser/mwx032,morality;capitalism;moral economy;digital economy;alignment;unhingement;economic morality
10.1080/14765284.2020.1855066,postpandemic;digital economy
10.1108/yc-10-2018-0867,subjective wellbeing;climate change;materialism;sustainable consumption;environmental coping;proactive financial coping
10.1111/cwe.12280,crossborder ecommerce;development evaluation;digital trade;intelligent manufacturing;international trade theories
10.1016/j.ijinfomgt.2017.07.009,skills management;gamification;monitoring;business process model and notation bpmn
10.1177/0267323117718464,digital agenda;digital natives;digital skills;european union;gender gaps
10.1177/1461444813477077,china;consumer labor;cultural and digital economy;online gaming;secondary industry
10.9770/jesi.2020.7.3(49),crypto assets;ifrs;bitcoin;valuation models;economics;recognition and measurement;intangible assets;inventory;cash and cash equivalents;financial instruments
10.1111/tran.12284,cultural economy;digital economy;resilience;smart city;urban development;urban futures
10.1108/dprg-08-2018-0046,digital economy;developing economies;digital business models;digital business strategy;digital enterprises
10.1177/1367549417722092,affect;blogs;emotional labour;femininity;humour;postfeminism;relatability;tumblr
10.1016/j.techsoc.2018.05.004,digital economy;productivity decline;limitation of gdp;uncaptured gdp;soft innovation resources
10.1287/mksc.2017.1062,online advertising;targeting;twitter;usergenerated content;internet
10.1007/s00779-016-0939-3,privacy;personal data regulation;sociology;digital economy;databox
10.1016/j.respol.2015.01.008,big data;text mining;icts;digital economy;industrial policy;firmlevel analysis
10.1016/j.comnet.2014.08.007,internet traffic anomalies;anomaly detection;feature selection;digital signal processing;information theory;statistical methods
10.1108/10662241011020842,communities;internet;social networks;computer software;information transfer
10.1111/poms.12879,cybersecurity;digital economy;information security;information sharing;intellectual property
10.1177/0038026118758532,commons;enspiral;farm hack;institutions;p2p foundation;peer production;sensorica
10.1007/978-3-319-70942-0_25,
10.1108/jbim-01-2016-0004,marketing;decision making;supply chain management;research methodologies;purchasing research;purchasing strategy
10.1080/21670811.2015.1116953,copyright;digital communications activism;freelance journalists;labor;political economy of journalism;precarity;trade unions;women journalists
10.1016/j.cities.2012.03.001,digital accessibility;internet geography;potential accessibility;impedance functions
10.1002/smj.3262,digital innovation;innovation performance;product development;product portfolio;strategy by doing
10.3390/economies8040085,desi index;gompertz;forecasting;european union;digital economy;digital competitiveness
10.1007/s00187-020-00295-z,digitalisation;methodology;empiricism;datafication
10.1111/radm.12347,
10.1057/s41267-019-00223-x,digital economy;multinational enterprises;taxation;value chain;tax avoidance;tax reform
10.1016/j.worlddev.2018.08.005,mobility;inequality;equity;migration;sdgs;globalisation
10.1023/a:1011296325760,rd;organizational paradigms;ebusiness;european commission;knowledge management
10.1080/19186444.2020.1787304,digital economy;financial institutions;exploratory enquiry;financial services;ghana
10.1007/s13132-020-00627-3,ict cybersecurity negative externalities;spillover effects;undesirable activities;sustainable development;digital economy;rd;regulatory framework
10.1093/jeg/lby018,clusters;place branding;entrepreneurship;ict;tech city;local economic development;o38;r3;r38
10.3390/su10093113,value migration;value capture;sustainable business model;digital economy
10.1108/imds-01-2016-0038,transformational leadership;ebusiness adoption;innovation processes;adaptive culture
10.1080/00343404.2014.965136,internet;broadband;knowledgeintensive business services;granger causality
10.1215/10679847-3125863,net idol;cute culture;digital economy;social factory;emotional labor;affective labor;gender;japan
10.1080/10494820.2011.607829,mobile;ubiquitous;immersive;technology enhanced learning;research ethics
10.1177/009102600203100103,
10.1108/ijbm-06-2019-0203,banking;financial inclusion;financial services;financial exclusion;developed countries
10.1108/jaoc-10-2018-0097,management accounting change;business analytics;social media analytics;big data text analytics;controlling change;management accounting in the digital economy;content analytics;business social network;big data
10.1093/jla/laz005,
10.1016/j.telpol.2017.11.002,
10.1080/1540496x.2018.1496422,fintech;regtech;technologydriven regulation
10.1068/a130255p,cities;digital economy;clusters;london;tech city
10.1016/j.techfore.2004.09.003,digital economy;supply and demand;infrastructure
10.1080/02615479.2020.1795110,esocial work;young people;digitalisation;digital skills
10.1080/13563467.2019.1590326,knowledge economy;new labour;automation;globalisation;growth regimes
10.21272/mmi.2020.3-27,artificial intelligence;big data;digital economy;cyberphysical systems;industry 40;internet of things;knowledge economy
10.1111/jola.12104,commitment;joint activity;participation;collaboration;ideology
10.1108/10662240410530862,electronic commerce;internet;shopping;diffusion;economic policy
10.1016/j.techfore.2020.120259,internet technology progress;employment;industry spillover effect;spatial panel model
10.1007/s11205-020-02287-x,digital economy;digital divide;economic growth;patents
10.1111/1758-5899.12745,
10.1002/sea2.12136,digital labor;blockchain;cryptocurrency;mining;bitcoin;cryptomining
10.1088/1757-899x/497/1/012065,
10.1093/jiel/jgy021,
10.1177/1461444817700154,accountability;data;digital;internet of things;interpersonal data;policy;privacy;smart home;surveillance
10.1080/00207543.2017.1391423,operations management;supply chain management;empirical study;big data;economics;behavioral operations management;industry 40;theory development;assessment of research;future trends and developments
10.1016/j.tele.2017.04.007,google fiber;digital divide;spatial equity;broadband;urban governance;kansas city
10.1007/s11920-016-0746-6,algorithms;big data;mental illness;automated decisionmaking;privacy
10.1177/1368431014566562,digital economy;economic sociology;gift;giving;mauss;reciprocity
10.14716/ijtech.v11i6.4461,digitalization;industry 40;leadership;managerial competencies;smes contra multinational companies
10.1093/cjip/poaa007,
10.9770/jesi.2020.7.4(9),technologies;motivation and stimulation;artificial intelligence;efficiency;higher education
10.1108/whatt-12-2019-0075,hospitality and tourism education;digital literacy skills;employability skills;digital economy
10.1080/10301763.2019.1697598,innovation;industry 4;0;future of work;global value chains;labour
10.1017/s1474745618000514,
10.1257/jep.31.2.187,
10.1002/ett.3125,
10.1016/j.landusepol.2020.105083,digitalization;transport and logistics;business;industry 40;digital technologies
10.1108/md-09-2019-1253,evaluation of startups;digital economy;knowledge sharing;cognitive maps;multiple criteria decision analysis mcda;decision expert dex
10.1108/ijge-02-2019-0026,women;entrepreneur;entrepreneurship education and training;genderbased analysis;information communication technology
10.1007/s11614-019-00353-4,internet companies;plattform capitalism;digital economy;commodification;competition;power
10.1515/mspe-2019-0020,digital economy;construction;interdisciplinary approach
10.1016/j.elerap.2019.100837,big data;business insights;causal inference;causal methods;computational social science css;consumer behavior;china;data analytics;digital economy;ecommerce;emerging markets;empirical research;information systems is research;machine learning ml;mcommerce;policy analytics;research design;secondary data;sensor data;streaming data;social insights;theory testing
10.3390/fi11010004,5g;smart city;fieldtest;use cases
10.1177/1024258917701380,
10.1287/mnsc.49.11.1445.20579,information infrastructure;online markets;management science
10.1177/002795011924900110,gdp;welfare;inequality;time use;digital economy;economic measurement
10.1177/1461444818783102,digital economy;digital skills;education;gender;social mobility;youth
10.1007/s10961-017-9627-3,university qualifications;human capital;equity investments;digital economy
10.1177/1368431017716287,digital reputation;hospitality;moral economy;reciprocity;sharing economy
10.1109/compsac.2018.10299,blockchain;distributed consensus;distributed ledger technology;digital identity
10.1007/s10290-016-0259-8,internet;firms;households;digital divide;regions;ict skills
10.1016/j.telpol.2011.07.008,broadband;municipal strategies;infrastructure development;europe
10.1177/14614440222226316,china;digital divide;economic development;globalization;industrialization and informatization;information and communications technologies icts;internet;new economy;telecommunications
10.1080/09692290.2020.1830830,corporate power;technology platforms;globalization;antitrust;private authority;digital economy
10.1109/access.2020.2999320,cnn;cybersecurity;deep learning;malware;spectrogram
10.1007/978-3-030-32258-8_4,complex adaptive systems;selforganization;digital platform;digital ecosystem;multiagent technology;smart services;resource management
10.1007/s12525-018-0323-4,digital health platforms;technical architecture;platform governance;standardization;process perspective
10.1057/s41267-019-00233-9,formula apportionment;unitary taxation and global profits;income shifting;separate accounting;digital economy;history in international business
10.1088/2058-9565/ab4472,quantum technologies;quantum computing;quantum communications;quantum metrology;quantum sensing
10.9770/jesi.2019.7.2(28),digital economy;electronic commerce;indirect taxes;vat;tax base;tax rates;tax optimization;tax jurisdictions
10.1177/0896920518757054,capitalist crisis;digitalization;digital economy;global police state;militarization;overaccumulation;political economy;surplus humanity;transnational capitalist class;21st century fascism
10.1080/02681102.2017.1412289,open data;estonia;open government;freedom of information;egovernment;civic engagement;edemocracy
10.1016/j.elerap.2019.100869,fair exchange;contract signing;blockchain;bitcoin;ethereum;cryptocurrency;fintech;digitalization;digital economy;trustfree system;ecommerce;trust
10.1017/s1474745618000423,
10.1111/isj.12149,development;digitally enabled jobs;impact sourcing;india;sociocultural transitions
10.1177/1024258917708704,automation;basic income;digital economy;employment;negative income tax;precarious jobs;underemployment;technological unemployment
10.1177/1555412014565507,eve online;immaterial labor;qualitative research;mmogs
10.1109/jsac.2015.2393431,interactive cloudbased applications;local processing;energy consumption
10.1016/j.cose.2013.03.013,smart grids;energy control systems;wireless sensor networks;reputation;digital economy;security
10.1016/s2212-5671(13)00198-6,human capital;smes;tic
10.1080/10864415.2002.11044246,agentmediated electronic commerce;electronic marketplaces;reputation tracking;software agents
10.1016/j.ijmedinf.2020.104240,older people;internet;selfassessed health;socioeconomic status;europe
10.1177/0971355720930573,family firms;digital entrepreneurship;digital transformation;socioemotional wealth
10.1177/2053951720935146,black boxes;algorithms;big data;political economy;artificial intelligence;environment
10.1109/tem.2018.2863041,industries;data models;computational modeling;atmospheric modeling;organizations;crowdsourcing;digital economy;education technology;improving research cooperation between industries;universities;and government;learning analytics;massive open online courses mooc;model based system engineering mbse;modeling;models for engineering;systems engineering
10.1080/14735970.2019.1652027,business model;corporate governance stewardship code;corporate longevity;corporate social responsibility csr;digital economy;innovation;intangibles;intellectual property;ipr;sustainability;un sustainable development goal 9;uk intellectual property office;ukipo;world intellectual property organization;wipo;world trade organization;wto
10.3390/fi11060130,digital marketing;websites analytics;lead generation
10.1177/2057047319850192,digital platforms;geomedia studies;google maps;mapping platforms;urban communication
10.1145/3320154.3320165,blockchain;security;data marketplaces;data quality;smart contracts
10.1080/21681376.2018.1562366,airbnb;housing crisis;disruptive economy;sharing economy;dublin
10.1177/1555412018756708,indie games;video games industry;video games as cultural form;neoliberalism;bernard stiegler
10.1007/978-3-319-98648-7_29,process forecasting;proactive business process management;predictive business process management
10.1016/j.technovation.2014.07.005,collective innovation;privatecollective;ip rights;3gpp;standards;antitrust;innovation policy
10.1504/ijtm.2007.013443,technological innovation;knowledge management km;tacit knowledge conversion;customer relationship management crm;market research;data mining;market segmentation
10.1016/s0040-1625(01)00128-7,
10.3390/math8122143,information and communications infrastructure;territorial differentiation;digital economy;composite assessment;regional development;system analysis;functional network;information society model;russian regions;european countries;comparison methods
10.1088/1755-1315/421/4/042018,
10.1080/10494820.2019.1674883,computational thinking;design;placebased;augmented reality
10.9770/jesi.2019.7.1(46),digital economy;digital government;russian economy;egovernment
10.1016/j.clsr.2018.05.010,token;blockchain;object of civil law;privacy;personal data
10.1287/isre.2015.0575,consumer customization;consumercustomizable product;standardized product;it products;game theory
10.1109/hicss.2015.557,
10.3145/epi.2011.may.07,public information;reuse policies;open data;open government;economic benefits;democratic transparency;aporta project
10.1016/j.soctra.2010.06.009,economics of attention;information overload;internet;advertisement;capturing attention;recognition;economic sociology
10.1080/14783363.2010.529335,internet customisation;internet marketing strategy;website design quality;website success
10.1016/j.technovation.2007.07.004,platform leadership;platform decentralization;platform core;platform periphery
10.1111/tran.12367,airbnb;emotional labour;gentrification;new orleans;platform urbanism;urban studies
10.1111/spol.12603,china;contingency;digital employment;regulatory loopholes;social policy
10.1016/j.econlet.2020.108982,economic growth;digital convergence;data envelopment analysis;malmquist productivity index
10.1177/2053951720907632,surveillance;payment;money;credit;transactional data;capitalism
10.9770/jesi.2019.6.4(25),industrial complex;technological development;tools of marketing;digital economy;technological platforms
10.1093/ijlit/eay015,internet of things;privacy engineering;edge computing;personal information management systems;accountability;data protection
10.17059/2019-3-4,digital economy;digital technologies;digital divide;regional development;integrated indicator;multivariate analysis;panel data models;regional development;clustering;innovations
10.1016/j.telpol.2017.02.002,political economy;infrastructure;telecommunication;australia;pork barrel;national broadband network
10.1109/cloudcom.2016.104,data science;data scientist professional;big data;edison data science framework edsf;data science competences framework cfds;data science body of knowledge dsbok;data science model curriculum mcds;data science professional profiles
10.1007/s12525-014-0165-7,firstdegree price discrimination;digital economy;pricing models;personal data;privacy
10.1177/1461444812470429,copyright;digital media;filesharing;infringement;internet;new media;technological innovation
10.1007/s10922-020-09564-7,trust;digital sovereignty;responsible internet;cybersecurity;transparency;accountability;controllability
10.9781/ijimai.2020.03.004,digital economy;blockchain;banking;scientometrics;literature review
10.1177/1461444820917905,creative work;digital platforms;employment relations;freelance;gig economy;photographer;photographic profession
10.31897/pmi.2020.4.11,oil and gas industry;oilfield service companies;digitalization;industry 40;technology;innovative development;digital economy
10.1177/0163443719861815,digital commodities;digital society;media economy;social media;social transactions
10.1080/17516234.2018.1492067,disability;digital economy;innovation;technology;social development;china social policy;australia social policy
10.1177/1368431017709703,amazon;digital economy;habermas;lifeworld;open source;wikipedia
10.1080/13533312.2017.1408413,
10.1016/j.techsoc.2016.11.001,trust in teachers;pedagogical love;education productivity paradox;digitallyrich learning environments;blended learning;uncaptured gdp
10.1177/0163443714567016,authority;brokers;conferences;journalism;live events;media business models;networks
10.1007/s11403-012-0101-x,internet;international trade;network analysis;distance;outsourcing;hypergeometric
10.1016/j.clsr.2012.01.007,cybercrime;ecrime;internet crime;hitech crime;cybercriminal;police;policing;law enforcement investigation;digital investigation
10.1016/s0963-8687(02)00032-x,
10.3390/healthcare8040497,attention;social media;digital wellbeing;neuropsychology;neurophysiology;economy;addictive design
10.1108/ijlma-08-2020-0233,financial technology;law and regulation;digital economy;indonesia;business law;law and regulation;financial technology law
10.17323/2500-2597.2020.4.61.78,industry 40;digital technologies;posttransition economy;manufacturing;case study;competitiveness;product life cycle
10.1016/j.promfg.2020.03.050,ict sector;digital economy and society;labour market;digital skills
10.1108/srj-03-2017-0047,business strategy;content analysis;legitimacy theory;telecommunications;stakeholder theory;esg practices
10.23919/vlsit.2019.8776484,
10.1080/1369118x.2018.1548632,digital economy;disability;active citizenship;social enterprise;mobile technology;digital divide
10.4185/rlcs-2019-1358,digital economy;internet;ecosystem;media;gafam
10.1177/1470785318805294,digital marketing;employer needs;market research;marketing research
10.1093/jiel/jgy024,
10.1007/978-3-319-75383-6_94,digital economy;digital transformation;digitalization;potential;region;digitalization potential
10.1680/jener.15.00030,energy;publicprivate partnerships;sustainability
10.1007/s10796-010-9240-6,communication modeling;knowledge worker;knowledge management;organizational communication;communication simulation;email handling;organizational interruption
10.1007/s101100200144,technoeconomic paradigm shift;dynamics of economic spaces;knowledge creation;regional innovation systems;internet
10.1016/j.clsr.2020.105461,online court;blockchain;copyright infringement;blockchainbased evidence
10.18421/tem92-44,big data technology;digital economy;machine learning;innovative technologies;project management based on data science
10.1080/1369118x.2020.1751865,korean webtoons;chinese webnovels;cultural intermediaries;cultural globalization;transmedia adaptation
10.17853/1994-5639-2020-3-116-147,digitalisation of education;vocational education;mental barriers;conditions for overcoming mental barriers;digital education technologies;teachers readiness to introduce digital technologies;digital educational environment
10.1080/1369118x.2018.1469655,digital policies;digital agenda;european union;neoliberalisation;governance;indicators
10.1515/zfw-2018-0012,accelerators;entrepreneurial ecosystems;knowledge brokers;translocally shared practices
10.1177/0950422219836669,blended professional;digital;skills;partnerships;reskilling;talent
10.1108/dprg-08-2018-0044,internet;international trade;information society
10.17323/2072-8166.2019.2.79.102,artificial intelligence;machine intelligence;digital economy;right of robots;digital right;legal personality of the robot;cyberphysical relations;liability;cyberphysical responsibility;distributed register
10.1145/3355369.3355583,
10.1080/07421222.2018.1481639,cloud computing;fairness;revenue distribution;social welfare;resource allocation;cloud neutrality;it regulation
10.1111/glob.12157,call centre;labour control;labour markets;service outsourcing;special economic zones;transnational migrants
10.1016/j.geoforum.2017.01.011,open innovation;crowdsourcing;networks;digital economy;labor;subjectivity;regime of accumulation;neoliberalism
10.1111/poms.12627,clusters;video game industry;digital economy;new product development;global sourcing;intellectual property
10.1016/j.compedu.2016.10.002,instructional design;data protection;privacy;elearning
10.1080/09654310500242105,
10.1080/01972240309479,business environment;ecommerce;internet;mexico
10.1109/35.894380,
10.3390/e22121441,digital economy;indicator system;improved entropy method;principal component analysis;factor analysis
10.1016/j.techsoc.2020.101406,technology;digital development;sedentary behaviour;lifestyle;physical activity
10.1080/1369118x.2019.1701696,digital imaginaries;digital entrepreneurship in africa;african entrepreneurs;knowledge economy and development;innovation in africa
10.3390/ijerph17051531,digital age;employment;labor;protection;volatility;fragility
10.17059/2020-2-4,digital economy;measurement of the digital economy;volume of digital production;structure of the digital economy;information and communication technologies;core of ict;regional economy;digitalization of society;digital labour;digital capital
10.1177/0263276419877675,chinese streaming sites;danmu;danmaku;gift;labour;platform;social media
10.1016/j.techsoc.2019.05.005,rd;neo open innovation;amazon;transformation;userdriven innovation
10.1515/jbnst-2018-0019,crowdwork;digital labour;online platforms;working conditions;skills;education;learning
10.1007/s10745-019-00081-z,common pool resources;open access;public goods;public property;common property
10.21003/ea.v175-09,bank;banking;fintech company;fintech accelerators;financial market;financial services;innovative financial technologies
10.1108/dprg-11-2018-0065,competitive strategy;multisided platforms;digital economy;digital business;digital platforms;russian economy
10.1109/pst47121.2019.8949026,blockchain;electric vehicles;credit sharing;kanonymity;anonymization
10.1080/13439006.2019.1691836,
10.1111/jpet.12285,
10.1111/jpet.12260,
10.1145/3148330.3148352,professionalization;online communities;community of practice;user experience design;ux;discourse analysis
10.1145/3204949.3208126,computer vision;multimedia;web;javascript;parallel processing;performance
10.1016/j.promfg.2018.03.144,digital single market;digitising european industry;digitisation of manufacturing;ict;holonic manufacturing systems
10.1093/jiel/jgw080,
10.1016/s2212-5671(15)00423-2,infonomics;information;enterprise;asset;value;data
10.1111/1467-8535.00342,
10.14716/ijtech.v11i8.4537,backbone innovative active industrial cluster;digital economy;digital potential;evaluation method;innovation
10.34069/ai/2020.32.08.9,global trends;digital economy;informationdigital technologies;philosophy of economics
10.1177/1461444820941196,affective labour;blogging;digital economy;digital labour;emotional labour;mom blogging;resilience;vulnerability
10.1108/jeim-12-2018-0282,poland;barriers;older workers;age diversity;enterprise system;mandatory information system implementation
10.15366/bp.2020.24.015,philosophy  economics;business ethics  corporative social responsibility;history of economy;history of economic  business thought;welfare economy;digital economy;happiness  talent economy
10.7341/20201612,digital transformation;business process management;digital economy;digital technology;digitalization;digitization;literature review
10.2478/sbe-2019-0051,bitcoin;bibliometric study;scientific literature;vosviewer;knowledge area map
10.1177/0486613419859030,precarity;relations of production;labor process;didi drivers
10.1016/j.clsr.2018.12.004,digital markets;big data;personal data;consumers;data control;data portability
10.3390/info10040123,privacy data;compensation;willingness to pay wtp;pricing;multilevel
10.1108/ijssp-05-2018-0070,automation;digital economy;future of work;technological unemployment;platform economy;basic income
10.1177/1367877918821234,digital economy;digital entrepreneurship;informal economy;informalisation;neoliberalism;precarious workers;startups
10.1108/cr-08-2018-0047,creative clusters;digital shoreditch;tech city;creativedigital hybrid firm
10.17059/2019-2-12,human capital;intellectual economy;wages;mincer equation;regions of russia;education;special competences;modelling;regression analysis;indicators;statistics
10.1108/apjie-10-2018-0058,service innovation
10.1145/3308558.3313731,digital economy;online advertising;attribution;markov chain;shapley value;causality
10.31897/pmi.2019.2.162,mineral resource complex;geomechanics;concept;development priorities;new technological paradigm
10.1080/1369118x.2018.1550525,
10.1093/idpl/ipx014,
10.1080/14479338.2014.11081981,digital identity;identity management;egovernment;ebusiness;ecommerce;digital economy
10.1016/j.ijinfomgt.2009.11.009,aerospace;construction;information value;throughlife
10.1109/rams.2002.981684,critical power;power plant availability;koutofn  g system;system reliability
10.1177/1350508420968196,balance;corporate social responsibility;digital technologies;paradox;rhetoric
10.1080/14479338.2020.1834861,digital innovation;international business;localisation;recombinant innovation
10.1177/0266242620958898,digital presence;internationalisation;investment network;small firms;signalling theory
10.1093/icc/dtaa043,
10.28991/cej-2020-03091520,simulation;safe movement;smart city;infrastructure;management
10.1080/03085147.2020.1718912,digital economy;ecological approaches to systems;financial crises;systemic digital risk;systematically important digital institutions;universal intermediary
